log_id,user_id,session_id,event_type,page_url,device_type,browser,ip_address,country,timestamp,response_time,status_code
252,1042,S32706,page_view,/offers,desktop,Edge,192.168.95.81,USA,2026-01-15 10:16:03,2.67,200
253,1032,S27895,page_view,/profile,tablet,Safari,192.168.209.176,USA,2026-01-10 18:59:45,1.47,200
254,1006,S84107,login,/login,desktop,Chrome,192.168.140.58,Singapore,2026-01-05 03:51:49,1.08,200
255,1048,S74921,page_view,/login,tablet,Chrome,192.168.137.199,Singapore,2026-01-13 16:01:52,2.18,200
256,1029,S81611,page_view,/profile,mobile,Edge,192.168.152.224,India,2026-01-11 13:36:16,2.44,200
257,1006,S67549,add_to_cart,/cart,mobile,Edge,192.168.179.221,USA,2026-01-05 02:38:39,0.69,200
258,1014,S37124,add_to_cart,/cart,desktop,Firefox,192.168.86.83,Singapore,2026-01-07 22:00:36,0.96,200
259,1055,S77425,error,/login,mobile,Safari,192.168.30.71,UAE,2026-01-17 07:04:55,3.62,401
260,1046,S52217,add_to_cart,/cart,desktop,Edge,192.168.137.161,USA,2026-01-09 20:53:28,0.56,200
261,1051,S22202,page_view,/cart,tablet,Firefox,192.168.232.244,USA,2026-01-08 18:44:37,2.46,200
262,1055,S22208,search,/search,tablet,Firefox,192.168.32.204,USA,2026-01-06 06:57:27,1.87,200
263,1032,S45197,page_view,/cart,desktop,Edge,192.168.248.202,Singapore,2026-01-16 20:45:48,0.32,200
264,1041,S70238,login,/login,desktop,Safari,192.168.0.254,USA,2026-01-05 22:29:44,1.85,200
265,1057,S95196,page_view,/cart,mobile,Firefox,192.168.128.22,Singapore,2026-01-16 10:54:57,0.63,302
266,1026,S91999,page_view,/product,desktop,Chrome,192.168.48.1,UAE,2026-01-12 04:24:04,1.74,200
267,1034,S99126,page_view,/home,tablet,Firefox,192.168.61.253,USA,2026-01-17 03:02:08,0.38,200
268,1025,S21708,search,/search,mobile,Firefox,192.168.188.226,Singapore,2026-01-04 10:53:24,1.77,200
269,1049,S27451,search,/search,mobile,Chrome,192.168.84.113,Singapore,2026-01-17 18:32:13,1.49,200
270,1010,S63963,page_view,/offers,mobile,Chrome,192.168.51.36,India,2026-01-14 17:59:46,1.11,200
271,1028,S51222,add_to_cart,/cart,desktop,Chrome,192.168.127.142,Singapore,2026-01-19 01:25:44,0.46,200
272,1055,S96298,add_to_cart,/cart,tablet,Edge,192.168.200.76,India,2026-01-19 04:03:57,2.07,200
273,1016,S74865,page_view,/product,desktop,Chrome,192.168.6.253,Singapore,2026-01-08 12:50:08,2.44,200
274,1037,S65163,page_view,/search,desktop,Chrome,192.168.8.151,India,2026-01-01 15:31:16,0.3,200
275,1004,S62163,page_view,/support,desktop,Safari,192.168.205.22,UAE,2026-01-07 15:32:05,0.41,200
276,1059,S36633,error,/search,tablet,Firefox,192.168.200.151,India,2026-01-08 09:23:44,5.78,404
277,1055,S41278,login,/login,desktop,Chrome,192.168.232.157,India,2026-01-08 08:54:42,1.56,200
278,1048,S33022,logout,/profile,tablet,Chrome,192.168.83.128,Singapore,2026-01-13 05:37:33,1.22,200
279,1047,S43980,logout,/profile,tablet,Firefox,192.168.60.198,India,2026-01-08 22:57:51,0.76,200
280,1034,S18371,page_view,/payment,tablet,Chrome,192.168.254.117,Singapore,2026-01-02 14:16:31,0.63,201
281,1011,S43438,search,/search,tablet,Chrome,192.168.116.190,India,2026-01-02 08:03:54,1.94,200
282,1016,S16026,page_view,/profile,mobile,Edge,192.168.18.142,USA,2026-01-06 10:36:20,1.28,200
283,1047,S51934,page_view,/login,tablet,Firefox,192.168.61.129,India,2026-01-05 09:56:14,2.75,201
284,1026,S19034,add_to_cart,/cart,desktop,Firefox,192.168.44.142,USA,2026-01-01 12:21:23,0.82,200
285,1037,S49834,search,/search,desktop,Firefox,192.168.252.198,UAE,2026-01-18 00:01:57,1.34,200
286,1051,S42129,logout,/profile,mobile,Edge,192.168.177.163,India,2026-01-08 22:57:00,1.19,200
287,1025,S50306,logout,/profile,mobile,Safari,192.168.251.247,India,2026-01-04 13:45:45,0.56,200
288,1003,S40339,purchase,/payment,desktop,Firefox,192.168.234.250,India,2026-01-14 13:10:06,2.16,201
289,1041,S61688,login,/login,mobile,Safari,192.168.66.61,Singapore,2026-01-07 06:32:54,0.84,200
290,1052,S61505,search,/search,desktop,Safari,192.168.139.60,India,2026-01-05 22:42:08,1.78,200
291,1038,S24283,logout,/profile,desktop,Safari,192.168.160.105,India,2026-01-13 12:41:22,1.45,200
292,1014,S69233,page_view,/cart,mobile,Chrome,192.168.80.207,Singapore,2026-01-20 03:19:45,1.77,302
293,1014,S52964,logout,/profile,desktop,Safari,192.168.25.174,Singapore,2026-01-07 06:05:52,1.49,200
294,1002,S63004,add_to_cart,/cart,tablet,Edge,192.168.48.119,India,2026-01-19 15:02:50,0.69,200
295,1001,S18083,add_to_cart,/cart,mobile,Edge,192.168.205.96,India,2026-01-14 14:01:37,0.94,200
296,1053,S19828,login,/login,mobile,Safari,192.168.65.24,Singapore,2026-01-04 02:54:02,1.9,200
297,1004,S32018,purchase,/payment,tablet,Safari,192.168.254.8,USA,2026-01-16 21:07:27,1.27,201
298,1014,S34530,page_view,/offers,mobile,Chrome,192.168.125.166,Singapore,2026-01-12 16:27:26,1.45,201
299,1006,S46670,page_view,/profile,mobile,Edge,192.168.9.254,USA,2026-01-19 03:01:45,1.45,200
300,1051,S73527,page_view,/payment,tablet,Firefox,192.168.198.70,UAE,2026-01-01 22:14:20,0.77,201
11,1010,S92240,logout,/profile,tablet,Chrome,192.168.197.98,USA,2026-01-13 08:58:16,1.46,200
26,1039,S15209,page_view,/profile,tablet,Firefox,192.168.133.53,Singapore,2026-01-06 18:21:16,0.54,200
303,1045,S88888,Page_View,/Home,mobile,Chrome,192.168.1.10,India,2026-01-10 14:30:00,-1.0,200
304,1050,S99999,,/checkout,desktop,Edge,192.168.1.20,India,2026-01-11 11:20:00,8.5,500
